Klient_id_klienta,Obszar_id_obszaru,Czas_id_czasu,Atrakcja_id_atrakcji,ilosc,cena,Platnosc_id_platnosc
1379,2,17,12,1,253,1
2916,3,3,5,2,266,1
123,2,24,4,4,77,1
79,3,1,4,4,195,2
1555,1,9,6,4,167,1
2402,3,29,6,1,201,1
2967,3,28,12,3,56,2
2722,1,19,4,1,291,1
1629,2,15,6,2,150,1
2069,3,28,10,2,87,1
1611,3,27,10,3,93,1
592,1,16,4,3,129,2
339,2,5,9,3,183,1
1117,2,30,15,1,223,1
2704,3,4,2,5,128,1
706,3,19,10,4,137,1
1380,3,3,12,1,257,2
375,3,1,14,4,295,1
1166,3,22,6,3,229,1
302,2,5,11,1,94,2
2777,2,30,13,1,276,2
1412,3,6,2,5,225,2
646,1,9,4,2,85,2
2515,3,7,4,4,43,1
1796,3,3,2,4,218,1
741,1,1,8,1,98,2
2985,2,8,11,1,170,2
851,3,12,10,1,38,1
1803,3,18,9,5,179,2
2921,1,2,5,1,185,2
217,1,24,6,5,280,2
1224,3,18,11,3,158,1
148,3,14,10,4,60,2
764,2,29,4,4,42,1
1234,1,12,16,5,277,1
1891,2,10,2,1,95,1
2413,1,27,6,1,180,2
1241,2,22,6,3,117,2
2482,3,4,5,5,251,2
2296,1,20,10,3,57,1
268,1,15,10,5,152,1
1236,1,27,10,3,56,2
1862,2,20,8,3,136,2
2356,1,25,4,3,83,1
2420,1,23,9,3,166,1
1318,1,24,10,5,129,1
2193,1,19,7,4,299,1
1621,1,4,16,4,196,1
2823,2,11,8,2,140,2
2617,1,4,1,3,211,1
1349,3,27,12,1,134,1
2949,1,25,12,1,271,1
596,2,17,12,5,35,1
1670,2,5,10,5,248,2
241,2,11,3,2,289,1
513,1,8,11,2,97,2
1394,2,23,1,3,121,2
1550,2,9,12,4,214,2
1205,3,4,2,3,82,2
1990,2,17,14,5,77,1
1165,1,2,11,4,175,1
2779,2,17,8,3,79,2
2965,1,14,11,2,83,2
1533,1,19,11,1,44,2
145,1,6,10,1,204,1
670,1,2,15,1,246,1
966,2,19,2,1,121,2
1210,1,7,11,5,99,2
579,2,1,12,3,108,2
649,2,26,5,3,147,2
2510,2,24,3,2,109,1
1714,3,17,1,4,64,2
183,3,28,3,2,97,1
2344,1,5,11,3,191,1
554,3,24,8,5,275,2
2193,2,16,10,5,215,2
1390,2,21,13,1,93,1
1159,3,4,3,1,228,1
1098,2,15,15,4,52,1
637,3,18,13,2,51,1
1725,2,19,7,3,140,1
1700,2,27,6,2,286,2
2544,3,10,12,1,168,1
2353,1,21,5,4,93,1
2137,1,29,16,1,252,2
1526,2,22,10,2,229,2
396,2,17,6,1,188,1
241,1,3,1,3,290,2
1130,3,5,16,1,48,2
1181,3,12,4,1,296,1
440,2,4,14,4,182,2
1355,1,29,8,4,269,2
2546,3,28,10,5,35,1
1855,2,20,3,4,285,2
1965,1,4,1,4,36,2
1968,3,6,13,2,67,2
2246,1,15,9,1,89,2
197,2,19,5,5,86,2
74,2,21,2,4,276,2
52,3,14,1,5,218,1
2635,3,24,8,5,85,2
1047,1,19,8,4,82,2
1933,2,23,11,5,139,2
1638,2,21,13,2,64,2
1234,1,15,6,3,125,1
2355,3,25,2,1,207,2
816,1,19,15,4,85,1
917,3,13,1,2,181,1
636,1,21,11,1,67,2
432,1,6,4,5,138,2
2040,3,17,14,4,288,1
1285,1,27,9,5,126,1
925,1,9,4,4,260,2
2150,1,13,15,3,229,1
2781,2,21,15,5,168,2
2329,3,7,9,4,45,2
105,3,5,3,4,254,2
210,3,30,1,3,107,2
2472,1,27,4,2,69,2
1885,1,19,2,5,159,2
648,1,21,3,4,243,2
937,1,23,12,5,108,2
1641,3,25,5,2,208,2
2186,2,10,7,5,106,1
1877,2,2,15,2,112,2
2557,1,26,13,3,106,2
2586,1,15,5,5,203,1
1351,3,26,10,5,186,1
2135,2,24,15,3,104,2
2199,3,25,9,5,30,2
1330,3,16,12,2,148,2
607,3,3,1,4,117,1
2214,1,10,9,4,129,1
2764,1,26,16,1,252,1
1230,3,23,14,4,134,1
2498,2,27,7,1,197,2
1599,3,25,14,5,168,2
1608,2,1,5,4,179,2
2687,2,23,6,4,229,2
446,1,6,16,5,75,2
2510,2,3,10,4,200,1
1029,1,4,1,2,66,2
593,3,19,1,5,161,2
2116,1,2,9,5,223,1
1226,2,27,1,2,54,2
151,3,21,15,5,65,2
1817,2,10,5,4,277,2
1725,2,30,2,4,291,1
888,1,2,14,5,31,2
1204,1,2,16,1,77,1
2458,3,4,15,2,133,1
1545,3,7,5,4,146,2
146,3,28,11,1,183,2
2657,2,1,1,1,196,1
1125,1,10,9,4,247,2
1988,3,6,6,3,38,2
878,3,18,2,3,57,1
1119,1,10,15,4,136,2
924,1,28,4,4,271,1
1398,3,22,1,4,51,1
2990,3,10,9,3,292,2
2337,2,27,9,3,260,1
424,1,20,3,3,251,1
2374,1,4,14,1,203,2
2833,3,2,16,1,291,1
1270,3,12,2,3,121,2
1942,1,20,4,1,67,1
2628,1,28,4,2,38,1
1258,1,22,7,2,236,2
1726,3,19,8,5,198,2
100,1,2,16,3,252,1
854,2,18,2,3,165,1
2347,1,22,13,5,76,1
2293,3,21,2,3,217,1
523,1,23,3,3,193,2
2504,3,7,13,2,46,1
2329,1,10,14,2,236,2
2083,3,22,16,3,222,1
1736,2,28,15,1,49,1
1185,3,29,16,5,90,2
860,2,30,12,1,264,2
1568,2,8,5,5,105,1
463,1,7,1,5,184,1
1375,1,27,2,5,36,1
995,2,26,6,3,258,1
1198,3,7,6,5,105,1
89,2,18,4,4,200,1
2367,3,28,1,4,216,2
514,1,20,2,5,193,1
2986,2,29,7,3,49,2
873,3,22,1,2,84,1
2028,1,27,4,2,68,2
1929,3,12,15,1,186,1
1836,2,7,1,4,263,1
692,2,25,6,3,161,1
2206,1,29,6,3,137,1
2563,3,28,8,3,205,1
1529,2,15,5,3,172,2
1294,2,2,10,2,136,1
1834,1,26,14,4,42,2
2060,2,16,11,1,227,2
2312,1,17,4,2,214,2
259,1,3,2,5,251,1
2201,3,23,3,1,43,1
2215,1,19,13,4,150,2
477,3,19,6,4,278,2
553,2,13,2,4,225,2
2190,3,24,12,2,192,2
1519,3,16,3,4,168,1
654,3,12,10,2,272,2
1062,2,23,3,5,203,2
1231,1,2,5,2,223,1
971,3,4,7,5,264,2
532,1,5,2,3,199,2
1672,1,16,8,5,191,1
906,1,16,6,5,139,1
1373,2,27,6,4,36,2
301,1,8,7,1,104,1
1038,2,2,8,1,187,2
966,2,25,9,1,200,1
2451,2,2,15,3,180,2
1937,1,23,10,4,49,1
2179,1,3,13,2,83,2
1223,2,26,16,5,95,1
2800,1,26,11,2,265,1
2096,1,16,10,4,153,2
1085,1,27,7,3,136,2
791,3,22,13,3,47,1
328,1,29,11,2,187,2
546,3,28,4,1,77,1
260,2,8,10,4,98,1
528,3,17,5,5,175,2
1013,1,27,16,5,265,2
2906,2,28,7,5,296,1
1206,3,6,5,2,183,1
498,2,6,12,5,128,2
779,2,11,8,1,41,2
2233,1,8,7,2,148,1
2963,1,7,14,2,263,2
20,2,30,11,5,163,1
2053,3,9,16,3,207,2
538,2,29,14,5,120,2
2691,3,28,15,1,46,1
465,3,25,9,3,72,1
186,2,26,2,3,211,1
1082,3,12,13,4,140,2
2190,1,2,6,3,61,1
1178,1,22,14,3,298,2
2102,2,14,1,3,153,1
743,1,23,7,4,191,2
2889,2,4,6,4,129,1
2187,3,7,16,1,68,2
783,1,7,2,4,173,2
1599,3,24,5,5,216,1
479,1,28,14,3,184,1
1644,2,15,13,4,58,2
1994,1,2,8,2,151,2
2910,2,9,16,1,266,1
1769,2,2,12,4,284,2
1526,1,3,9,3,94,2
1663,3,10,1,3,215,2
2115,3,25,11,2,163,1
2220,2,27,8,4,299,2
671,2,3,16,1,138,1
2806,3,28,12,2,103,1
2421,3,28,11,1,181,2
1871,1,2,7,3,132,2
1966,1,3,14,2,233,1
876,1,4,5,2,222,2
2341,3,27,1,2,238,2
2082,3,25,9,3,49,2
622,1,16,12,1,134,1
2199,3,27,16,3,52,2
2095,3,12,15,5,61,2
986,1,13,4,4,255,2
792,1,11,13,4,227,1
682,2,17,5,2,162,1
122,1,2,12,4,142,2
386,2,19,10,5,234,2
2574,1,15,7,3,116,1
1798,2,5,14,2,146,1
679,3,20,9,4,245,1
411,2,16,15,3,290,1
2484,3,7,12,5,85,1
1469,1,26,13,1,185,1
1571,3,26,6,5,171,2
1803,3,2,6,5,189,2
2308,3,15,3,2,120,2
2232,3,4,7,2,57,2
2325,3,23,8,2,258,2
1319,2,18,7,3,92,1
2378,1,12,1,4,204,2
266,2,20,14,2,210,2
2842,3,29,13,3,74,2
525,1,27,12,4,59,1
925,3,22,15,1,176,2
2402,3,11,10,3,34,2
1330,1,20,16,1,255,1
2737,2,21,1,1,138,2
2503,2,9,14,3,135,2
1296,3,28,3,1,253,1
59,2,5,16,1,67,2
626,1,24,10,2,256,1
870,1,27,1,1,119,2
653,1,23,15,4,274,1
505,3,25,1,1,123,2
109,2,2,15,2,269,2
806,2,10,5,3,133,1
2710,1,4,16,3,78,2
1495,2,2,9,2,224,1
1525,3,16,5,3,165,1
1568,3,4,15,3,121,2
1758,2,20,2,3,264,1
2171,3,3,9,1,54,2
290,3,12,1,1,187,2
1713,3,30,1,5,269,1
489,3,3,1,5,260,2
2951,2,14,12,5,239,2
642,2,23,6,3,223,1
2555,3,26,5,4,80,1
1930,2,1,11,5,268,2
2177,3,14,6,2,198,1
1765,3,10,6,5,293,1
1032,1,22,8,1,287,1
833,1,24,2,4,272,1
2258,2,3,14,5,90,1
1426,1,1,3,1,114,1
2308,2,29,16,2,207,1
1251,1,6,13,5,97,1
2174,3,8,10,4,238,2
1547,1,14,15,4,264,2
2811,3,9,2,4,42,2
2124,3,5,8,2,41,1
451,3,2,16,5,40,2
1821,3,18,6,3,145,1
875,2,1,8,4,146,1
1658,3,22,5,2,283,1
2659,1,4,8,4,164,1
1034,2,29,13,5,61,1
2907,3,22,2,4,98,1
863,1,30,8,4,261,2
87,2,21,13,1,228,2
1972,2,27,13,5,269,2
404,1,21,16,2,70,2
520,1,6,10,4,192,2
2987,1,2,2,4,237,1
133,1,1,12,2,194,1
671,3,9,12,2,156,1
94,1,15,5,4,33,2
1013,2,6,7,1,62,2
1030,3,21,5,1,200,1
2398,3,7,15,3,103,2
453,3,27,6,1,150,2
2470,2,25,16,4,154,2
2360,3,10,5,3,205,2
53,2,13,4,5,46,1
1897,1,12,3,4,274,1
1786,1,3,1,4,218,2
853,3,11,6,1,133,1
2583,3,21,1,4,48,1
876,2,3,5,2,227,1
873,2,24,1,3,170,1
1541,1,8,13,5,127,2
2213,1,27,11,4,89,2
1017,3,4,2,5,44,1
2461,1,22,5,5,118,2
1231,2,11,10,5,251,1
2104,2,8,11,4,138,2
1256,1,19,12,3,143,2
2294,2,27,12,3,269,2
593,2,16,16,1,229,1
1470,2,2,14,2,144,2
781,3,14,3,4,232,1
2465,1,18,8,5,41,2
2728,2,27,7,5,206,2
2670,3,21,11,4,91,2
2031,2,27,2,5,114,2
2383,2,18,14,1,108,1
1375,3,17,2,4,214,2
171,1,13,8,4,66,1
433,3,14,16,3,157,1
1512,3,11,15,4,67,1
79,1,18,13,2,64,1
2380,1,17,16,3,123,2
1279,2,20,4,1,66,2
1989,1,25,10,5,92,2
702,1,7,16,3,155,1
2535,3,21,7,1,283,1
1913,3,1,16,1,171,1
668,3,21,9,1,155,1
485,3,6,9,5,158,2
2798,2,30,1,5,189,2
1925,3,25,3,1,110,1
755,3,20,12,4,266,1
1560,2,13,9,1,210,2
207,2,26,2,3,243,2
1645,1,30,4,5,164,2
2118,3,12,13,1,121,2
2923,2,26,4,4,178,1
2466,2,15,15,5,272,2
1454,3,2,12,3,116,2
2246,2,14,13,2,146,2
1954,1,22,14,2,238,1
2870,1,28,14,2,108,2
1418,2,11,1,3,32,1
2760,1,3,11,1,85,1
2616,2,13,4,1,191,1
1553,3,2,10,1,159,2
2805,1,27,5,1,293,1
477,1,23,13,3,190,2
2228,2,6,5,3,264,1
1852,2,20,2,4,179,2
2294,1,13,8,3,217,2
480,1,12,16,2,286,2
922,2,14,12,1,148,2
272,3,9,9,4,149,1
1944,1,5,6,3,116,1
2336,2,10,15,5,231,2
1356,3,10,6,5,130,1
2521,1,13,11,1,78,2
1325,1,28,15,2,210,2
2891,1,20,13,4,116,2
960,1,25,2,4,81,2
258,3,7,12,1,32,2
105,3,20,5,1,224,1
600,2,30,11,1,49,1
1602,3,16,5,1,240,2
202,2,18,7,5,39,1
548,3,7,3,4,220,2
1611,1,16,8,3,81,1
2238,3,14,10,1,70,2
859,3,13,1,2,107,2
267,1,27,3,4,294,1
2064,3,15,7,2,180,2
1999,1,25,8,3,138,1
2387,1,25,14,5,247,2
28,3,5,7,3,289,1
2808,2,11,15,2,57,1
246,3,6,13,3,179,2
1986,2,18,11,5,204,1
2832,1,9,13,1,62,2
2763,1,30,16,3,178,2
1233,2,17,7,2,100,2
419,2,4,5,2,104,1
681,2,24,9,2,71,2
1621,1,4,1,5,132,1
2005,1,25,16,1,270,1
397,1,8,10,2,186,2
1392,1,16,15,5,119,2
2185,1,13,5,2,229,2
1244,2,11,6,5,179,1
1213,1,9,4,2,55,1
1668,2,29,15,3,80,1
2650,2,4,3,1,155,2
55,2,22,10,1,132,2
1831,3,9,9,1,120,1
2571,1,21,8,2,191,1
1953,2,11,14,3,244,2
2436,1,6,14,1,173,1
2780,2,19,4,4,131,2
1888,3,13,9,5,34,1
1207,2,21,13,5,237,1
2729,2,24,10,3,80,2
1998,1,20,16,5,211,2
1852,1,7,9,2,91,1
2405,3,9,12,4,166,1
2480,2,1,4,4,35,1
705,3,20,3,1,69,2
1754,3,19,1,2,55,2
1083,2,9,11,3,123,1
1284,2,28,13,4,134,2
1756,2,22,1,4,276,1
656,2,12,1,1,45,1
496,2,20,7,3,198,1
140,3,18,4,4,275,2
944,3,10,9,4,63,2
360,3,1,12,1,138,1
2616,3,19,8,2,270,1
2580,1,12,5,4,130,2
2728,1,25,16,1,185,2
2547,1,16,6,5,88,1
2327,2,23,4,2,117,1
2501,3,23,7,1,176,1
1441,3,8,16,4,154,1
2220,1,22,3,5,94,1
2473,1,5,6,4,88,1
1860,2,2,9,1,128,1
553,1,18,16,1,151,1
403,1,10,3,4,255,1
1318,1,2,7,1,70,1
2623,2,2,6,2,129,2
914,1,14,12,1,66,2
422,1,6,13,4,206,2
2400,3,6,15,2,43,1
1806,3,5,16,2,48,1
1305,2,20,12,1,167,2
297,3,15,11,4,159,1
2752,3,18,5,3,116,1
2409,3,13,16,2,213,2
576,1,23,15,1,96,2
1671,2,3,12,1,262,2
2842,3,8,11,3,268,2
423,2,21,12,4,93,2
2077,1,23,13,5,64,2
1684,3,24,11,2,190,1
915,2,18,6,3,130,2
546,1,8,13,4,34,1
2280,1,6,6,1,49,2
1029,1,29,6,4,244,1
2808,2,2,6,2,117,2
125,1,11,5,5,239,2
92,2,1,1,1,261,2
2051,2,10,4,3,163,2
526,2,2,12,3,156,1
2117,1,13,9,4,88,2
2938,3,1,3,2,125,1
2498,3,9,10,5,187,1
2581,3,4,13,5,266,2
1355,1,17,5,2,101,1
859,2,16,7,4,52,2
2426,1,3,4,1,205,1
2066,3,3,11,5,298,2
1427,1,23,14,2,260,2
1428,2,26,16,1,296,2
1056,3,7,5,3,177,1
1362,1,17,11,2,171,2
1730,2,20,7,2,159,2
879,3,17,5,2,77,1
2454,1,7,1,4,244,1
2966,3,11,7,3,244,1
775,1,6,2,2,236,2
2997,1,18,14,3,228,1
2939,2,30,5,2,224,2
2502,1,19,10,4,144,2
1726,1,2,14,4,243,1
1767,2,6,15,3,146,2
2955,2,8,3,1,105,1
692,2,4,2,1,134,1
2629,2,17,10,2,114,1
2764,2,30,14,5,36,1
868,3,12,16,2,250,2
1970,2,13,11,1,186,1
2867,3,23,10,3,194,2
2473,2,10,2,1,136,1
383,1,10,2,2,196,2
1595,3,4,13,3,185,1
445,1,29,4,4,51,2
1816,1,7,9,3,213,1
547,1,27,3,3,241,2
464,1,17,15,5,138,1
561,2,25,14,1,163,2
1460,2,27,7,2,56,2
11,1,18,14,5,158,1
2009,1,19,3,4,216,2
202,2,9,13,4,176,1
1802,2,22,7,1,242,2
2112,1,24,2,4,31,1
2860,3,2,1,5,50,2
1245,1,21,4,5,214,1
2958,2,19,11,3,57,1
2218,3,14,13,4,206,2
647,3,2,2,4,257,1
1194,1,23,12,3,273,1
549,1,5,7,1,104,2
1278,1,14,3,5,232,1
362,2,9,4,3,178,1
1056,2,5,2,5,112,2
1018,3,27,2,2,88,2
2521,1,12,10,2,96,2
2076,2,30,13,1,272,1
1948,2,16,1,2,296,2
1126,3,8,5,5,65,1
870,2,2,12,3,207,1
803,3,20,1,2,140,2
209,1,11,12,3,113,2
1150,2,2,14,2,225,1
1000,1,10,7,1,219,1
16,3,3,10,2,299,1
1765,3,1,1,3,76,1
2472,3,16,10,5,137,2
563,3,26,5,5,250,2
2362,2,20,3,4,99,1
712,1,6,3,2,113,2
1597,1,25,11,3,72,2
555,3,26,5,2,163,2
2797,1,8,5,1,150,2
1525,2,26,14,5,95,2
1980,2,13,9,1,60,2
2884,1,20,7,4,144,2
1652,3,27,7,4,96,1
106,3,26,3,5,298,1
1999,3,24,11,5,279,2
1355,2,24,4,2,73,2
555,2,28,9,1,83,2
1744,3,15,3,5,106,2
1265,2,12,4,1,200,1
287,3,23,12,3,51,1
1039,1,6,7,1,120,2
914,3,19,14,4,47,1
2928,1,15,15,4,273,1
2687,2,30,5,3,212,1
2245,1,24,9,1,261,1
2633,1,24,15,5,239,1
1882,3,12,6,3,86,1
1661,1,25,14,1,48,1
2018,1,4,9,4,235,2
2176,3,10,11,2,259,1
78,3,1,12,1,276,1
1962,2,29,16,3,291,1
2832,3,20,16,4,241,1
276,2,11,5,1,181,2
2846,1,20,6,2,35,2
1620,3,6,1,1,79,1
1785,1,18,4,4,127,2
2537,2,22,7,1,271,2
138,2,13,2,2,128,2
1583,1,19,2,5,210,1
511,2,27,11,4,80,1
1497,3,3,4,1,62,1
1232,3,29,5,1,190,1
437,3,29,13,5,114,1
2603,3,3,14,4,131,2
525,3,24,8,4,147,2
2663,1,27,3,2,192,1
1156,3,25,14,1,275,1
2148,3,25,13,5,145,2
2372,1,12,9,4,145,1
211,1,25,7,1,285,1
1398,1,20,10,4,286,1
925,1,1,10,3,205,1
2676,3,21,14,1,277,1
883,2,20,9,1,267,1
1543,3,13,15,5,236,1
2701,1,7,3,3,70,1
2198,2,27,5,4,239,1
611,1,18,3,1,73,1
1625,1,3,9,1,75,2
889,2,22,9,5,86,2
2310,2,21,9,4,195,2
443,3,7,7,1,66,1
2477,3,24,15,4,51,1
541,1,19,7,5,216,1
2229,1,24,15,3,80,1
2087,3,19,5,3,194,1
715,3,5,16,1,160,1
2401,3,18,5,1,200,2
927,1,4,13,5,63,1
1751,2,16,9,5,266,1
2722,1,20,1,3,290,2
923,2,14,16,2,290,2
726,1,19,8,3,257,1
2580,2,15,10,3,297,2
1168,2,13,2,4,121,2
2375,3,7,11,4,205,1
1690,3,25,12,1,154,1
763,3,3,7,1,230,1
1934,1,14,16,5,107,2
2569,1,27,10,4,43,1
871,2,24,15,1,134,1
2477,2,28,6,3,114,1
2203,1,21,10,3,258,1
2176,3,21,12,2,52,2
1986,3,4,9,3,270,2
1509,1,16,14,2,232,2
1604,2,20,8,5,241,1
2042,1,1,1,2,111,2
1837,1,6,14,2,189,1
2062,3,24,2,3,76,1
36,1,23,4,1,118,1
725,1,8,7,2,187,2
2323,1,16,4,3,137,2
671,1,1,1,1,206,2
2272,3,10,9,4,270,2
33,1,24,2,5,131,1
230,3,14,1,1,79,2
2068,1,28,14,4,122,2
2588,3,6,15,4,122,1
467,3,26,11,4,114,2
2396,3,3,10,1,170,1
1087,2,2,3,3,282,1
1737,2,22,14,3,267,1
1685,2,6,5,1,269,2
118,2,10,5,5,70,2
1711,3,7,12,5,203,2
526,1,24,4,3,142,2
1459,1,26,3,3,196,1
333,3,10,16,4,91,1
2831,3,26,10,4,77,1
1854,2,3,12,2,204,1
1424,2,4,10,3,123,2
1487,2,5,8,3,206,1
2647,3,23,4,3,77,1
1180,3,18,10,2,183,2
1858,3,13,4,5,259,2
1587,1,12,3,5,237,1
803,3,5,5,3,178,2
1757,2,17,14,3,71,1
1389,2,30,4,4,214,2
2153,3,8,10,5,252,1
2115,2,1,9,3,241,1
761,2,12,12,1,65,1
1231,3,11,8,4,179,1
2101,2,28,2,1,184,2
2794,3,21,12,4,133,2
2886,2,9,2,2,287,1
217,2,16,13,3,257,1
2610,3,3,2,2,107,1
8,1,13,6,2,185,1
1555,3,30,5,4,71,1
1096,1,14,6,3,261,2
2264,2,11,9,4,95,1
104,2,19,8,1,266,2
1248,3,23,3,2,269,2
2798,2,15,13,4,261,2
2417,2,24,11,3,131,1
2054,1,24,8,2,100,1
222,2,26,11,2,161,2
639,3,5,4,5,49,2
2667,3,22,1,2,180,1
2943,3,24,11,3,222,2
2336,3,21,1,4,48,2
426,2,5,7,2,180,2
2823,2,14,8,2,144,2
614,1,14,16,4,98,1
1650,1,30,13,4,88,1
2225,2,6,6,1,290,2
738,2,19,1,1,201,1
646,2,7,4,2,282,2
2687,1,3,15,5,236,2
1763,1,19,10,2,72,1
376,1,4,5,3,43,2
1402,3,29,12,4,44,1
2115,3,18,8,2,262,2
773,1,13,4,1,71,2
1315,3,13,11,3,256,1
194,1,27,14,5,196,1
1257,1,7,4,4,99,2
1075,1,4,1,2,125,2
598,3,4,5,5,111,1
2452,2,2,3,2,95,2
2130,3,20,7,2,142,2
2745,1,30,8,5,239,1
2841,1,19,3,3,90,2
1144,3,17,16,2,137,2
1931,1,2,9,1,95,2
1088,2,20,1,5,37,1
1505,1,24,16,3,286,2
611,2,29,12,1,239,1
2703,1,12,15,1,93,1
57,3,30,15,3,146,2
2620,3,4,9,1,186,2
2003,3,30,13,3,227,1
2245,1,24,16,3,116,1
1003,1,4,15,4,33,1
533,3,4,16,3,107,1
1454,3,6,14,1,151,1
986,2,5,10,3,254,1
2555,1,27,2,1,63,2
2057,3,19,7,3,137,1
2931,3,24,15,3,59,1
743,2,5,5,5,91,1
2579,3,11,5,1,87,1
1784,1,28,7,1,243,2
2525,2,13,11,1,230,1
1543,2,19,1,4,31,2
1811,3,24,4,5,174,2
39,1,4,7,1,74,1
2002,3,16,5,2,155,1
173,3,20,14,3,206,1
1939,3,7,8,2,224,2
1470,1,5,5,2,292,2
803,1,8,14,3,291,2
1394,1,24,7,3,83,2
2982,1,13,7,5,159,1
1664,3,28,16,3,135,1
2233,2,1,1,3,185,2
1263,2,29,15,4,164,1
1859,2,2,11,3,149,1
2948,3,26,7,3,154,2
1287,1,27,3,3,210,2
2201,3,11,1,4,234,2
2218,2,16,4,5,79,2
1295,3,10,15,5,214,2
1899,1,21,16,1,50,2
290,1,24,2,5,154,2
2088,3,19,15,4,279,1
775,2,6,9,2,239,2
1326,2,7,11,5,288,1
1792,2,2,9,4,186,2
1254,3,3,3,4,43,2
461,3,1,5,4,169,1
2417,2,15,14,2,298,2
1452,2,15,14,3,241,1
174,2,12,1,2,192,2
1866,1,11,9,4,100,1
2622,1,12,4,3,226,2
479,2,21,7,3,296,2
532,2,10,4,2,201,1
415,2,8,7,5,174,1
1205,1,9,10,4,128,2
1078,1,19,2,1,113,2
2,3,19,13,4,274,1
1464,1,11,8,4,82,2
1703,1,25,9,1,194,2
1291,2,25,14,4,117,2
1505,3,5,4,2,83,1
2722,2,20,5,4,229,2
260,3,4,2,1,265,2
2967,3,17,14,4,67,2
993,3,28,16,3,199,2
1041,1,8,5,5,191,2
1482,1,7,10,5,257,1
1324,3,23,8,3,37,2
2684,2,11,11,1,183,2
2417,3,10,1,1,280,2
2313,3,25,3,2,65,1
1966,1,10,14,2,91,2
349,1,17,3,4,157,1
1680,3,20,16,1,52,2
1170,3,16,13,5,193,2
2560,3,9,3,5,34,1
877,1,24,13,2,215,2
1792,3,28,9,3,107,1
2790,1,8,4,1,247,1
1275,3,3,7,4,89,1
694,1,29,12,3,87,1
2640,3,6,12,2,299,2
368,2,8,8,2,153,2
2346,1,28,14,2,292,2
772,3,12,12,3,145,1
1522,3,25,16,1,284,1
840,1,17,11,5,157,1
520,3,28,5,4,121,1
716,1,26,4,2,138,2
430,3,30,15,3,145,2
1963,2,14,4,3,265,2
2901,2,6,7,3,182,1
2692,2,13,12,1,277,1
2772,3,23,14,3,145,1
808,2,22,4,1,215,2
1150,2,2,4,3,285,1
1964,2,26,12,5,175,1
984,2,7,8,3,123,2
1498,3,13,16,3,128,2
2376,2,5,8,5,182,2
50,2,14,10,5,299,1
849,3,3,12,5,270,2
67,2,23,9,2,242,2
2203,2,9,1,3,184,2
547,3,9,16,5,227,1
641,3,26,9,2,154,1
2431,1,8,9,3,234,2
2953,2,28,9,4,200,1
2062,1,19,7,3,139,1
676,3,23,15,1,200,2
2195,3,30,16,2,210,2
1052,1,14,2,5,55,1
801,2,13,4,1,37,2
1716,1,5,15,1,61,2
1489,2,20,6,1,289,1
1569,3,17,8,5,126,1
557,1,9,10,2,273,2
1336,1,22,1,4,106,1
1894,3,3,5,3,121,2
1461,3,24,12,1,285,2
1332,3,23,3,4,81,1
345,3,10,12,2,199,1
575,3,8,9,4,55,2
248,2,6,7,1,160,2
991,2,28,3,5,87,1
1345,3,28,15,1,238,2
2892,3,16,6,4,246,1
2648,2,5,8,5,260,1
1203,2,22,11,4,215,2
1177,2,17,5,3,43,2
2897,2,18,10,2,131,1
2180,2,3,5,4,138,1
2835,3,22,2,2,202,1
1172,1,9,7,1,227,2
1052,3,3,5,4,179,2
610,2,26,9,3,95,2
2793,2,11,1,2,120,1
1936,3,5,1,3,217,2
434,1,7,4,4,177,1
2006,3,1,15,5,173,2
567,3,18,15,2,130,1
1595,3,11,13,2,63,2
445,3,8,6,5,122,1
728,2,9,14,4,110,1
2027,2,4,7,5,220,1
2878,2,5,1,2,61,2
1182,3,13,4,3,211,2
135,3,18,16,1,214,2
612,1,2,12,1,83,2
1766,1,12,10,3,97,1
1096,1,10,9,2,150,2
2456,3,18,5,4,230,2
1748,2,14,10,1,167,2
895,1,10,4,5,234,2
1767,1,20,1,3,119,2
2020,1,14,16,2,56,1
1225,2,13,8,3,90,1
2208,3,30,7,4,146,1
2906,1,9,5,4,41,1
2411,3,9,4,3,286,2
799,3,20,13,3,129,2
1955,3,25,8,3,245,2
398,3,19,11,5,195,2
709,1,20,9,1,71,2
1601,1,8,1,2,56,1
2869,1,19,6,1,77,1
389,2,26,3,2,131,2
738,3,16,9,2,85,1
2386,3,8,6,2,106,1
2204,2,13,5,4,133,1
1087,3,11,14,3,134,1
2087,3,12,13,4,282,1
1449,3,16,15,5,148,1
980,2,30,14,5,83,1
2777,2,27,9,5,163,2
2041,1,21,15,5,279,1
536,3,17,7,2,254,1
2508,3,10,13,5,34,1
1828,2,30,9,1,222,2
1186,2,9,13,3,139,2
1670,3,1,2,3,46,1
1617,2,13,9,2,68,1
1597,2,22,1,3,258,1
2332,3,11,11,2,118,2
1031,1,20,15,3,151,1
98,1,23,7,5,269,1
2893,2,1,14,3,213,2
2778,2,23,16,3,227,2
499,3,14,5,4,128,1
439,3,19,16,4,248,1
824,3,19,9,5,30,2
347,2,25,11,4,278,1
2215,3,29,14,4,164,2
1885,1,4,4,3,266,2
2436,2,27,14,5,127,2
1621,1,13,10,4,290,1
926,2,20,2,3,239,1
2542,3,3,16,2,200,2
2137,2,10,7,1,298,1
2951,3,24,13,3,236,1
2398,2,9,16,3,250,1
1939,2,5,2,1,140,2
2112,3,27,9,4,31,2
